image_url,status,price,address,city_state,description,features,badges
,,"$820,000",TBD FM 128,TBD FM 128,"
                    For Sale, Land / Unimproved Land",['101.2   Acres'],[]
,,"$575,000",138 Cypress Point Cir,138 Cypress Point Cir,"
                    For Sale, Residential - Single Family","['3  bedrooms', '3,267  Sqft. ($176/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '1  story', '2001  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430323251/lr/1.jpeg');,,"$145,000",2906 Wellington Dr,2906 Wellington Dr,"
                    For Sale, Land / Unimproved Land",['0.9   Acres'],[]
background-image:url('https://content.harstatic.com/media/icons/artwork/no_photo_placeholder__large.svg');,,"$925,000",3820 County Road 467,3820 County Road 467,"
                    For Sale, Country Homes/Acreage","['2  bedrooms', '1 full & 1  half baths', '15.5   Acres']",[]
background-image:url('https://listingmedia7.harstatic.com/430815951/lr/1.jpeg');,,"$440,000",1501 Cockatiel Dr,1501 Cockatiel Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,317  Sqft. ($190/Sqft.)', '3  full baths', '5,753  lot Sqft.', '2  stories', '2014  year built']",[]
background-image:url('https://photos.harstatic.com/276831407/lr/img-1.jpeg?ts=2023-08-23T15:06:50.077');,,"$245,000",1902 WHITE MAGNOLIA,1902 WHITE MAGNOLIA,"
                    For Sale, Single-Family","['3  bedrooms', '1,325  Sqft. ($185/Sqft.)', '2  full baths', '1  story']",[]
background-image:url('https://photos.harstatic.com/276831403/lr/img-1.jpeg?ts=2023-08-23T15:06:50.077');,,"$1,150,000",5 Mayborough Ln,5 Mayborough Ln,"
                    For Sale, Single-Family","['5  bedrooms', '4,707  Sqft. ($244/Sqft.)', '4 full & 1  half baths', '2  stories', 'Private Pool']",[]
background-image:url('https://photos.harstatic.com/276831406/lr/img-1.jpeg?ts=2023-08-23T15:06:50.077');,,"$499,990",14511 COSTA LEON,14511 COSTA LEON,"
                    For Sale, Single-Family","['5  bedrooms', '3,291  Sqft. ($152/Sqft.)', '3  full baths', '2  stories']",[]
background-image:url('https://listingmedia7.harstatic.com/430815324/lr/1.jpeg');,,"$420,000",11731 NW HWY 11,11731 NW HWY 11,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,443  Sqft. ($172/Sqft.)', '2  full baths', '1   Acres', '1  story', '1949  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430815588/lr/1.jpeg');,,"$897,350",7361 Sunflower Creek Drive Rd,7361 Sunflower Creek Drive Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,647  Sqft. ($246/Sqft.)', '3  full baths', '1.1   Acres', '2  stories', '2024  year built']",[]
background-image:url('https://photos.harstatic.com/276831405/lr/img-1.jpeg?ts=2023-08-23T15:06:50.077');,,"$340,000",15839 BRISBANE DR,15839 BRISBANE DR,"
                    For Sale, Single-Family","['4  bedrooms', '2,519  Sqft. ($135/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$350,000",1049 Stagecoach Ranch Dr,1049 Stagecoach Ranch Dr,"
                    For Sale, Land / Unimproved Land",['5.7   Acres'],[]
,,"$98,000",19612 Greenhill Dr,19612 Greenhill Dr,"
                    For Sale, Lots",['0.3   Acres'],[]
,,"$69,000",11716 Red Bud Ln,11716 Red Bud Ln,"
                    For Sale, Land / Unimproved Land",['0.3   Acres'],[]
,,"$180,000",6122 Ridgecrest Rd #1005,6122 Ridgecrest Rd #1005,"
                    For Sale, Residential - Condo","['2  bedrooms', '1,098  Sqft. ($164/Sqft.)', '2  full baths', '0.7   Acres', '1  story', '1981  year built']",[]
,,"$319,999",152 Presidents Way,152 Presidents Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,658  Sqft. ($193/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2018  year built']",[]
,,"$328,790",2010 Henrietta Dr,2010 Henrietta Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,824  Sqft. ($180/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$484,845",1733 Jumper Fields Dr,1733 Jumper Fields Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,310  Sqft. ($210/Sqft.)', '3  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$275,000",1543 W ELSMERE PL,1543 W ELSMERE PL,"
                    For Sale, Single-Family - Historic","['3  bedrooms', '1,198  Sqft. ($230/Sqft.)', '1  full baths', '1  story']",[]
,,"$5,900,000",2305 3rd St,2305 3rd St,"
                    For Sale, Land / Unimproved Land",['12.2   Acres'],[]
,,"$195,000",202 S Morrow St,202 S Morrow St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,050  Sqft. ($186/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1940  year built']",[]
,,"$415,990",2902 Jasper Trl,2902 Jasper Trl,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,060  Sqft. ($202/Sqft.)', '3 full & 3  half baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$275,000",6356 Denham Dr,6356 Denham Dr,"
                    For Sale, Residential - Single Family","['7  bedrooms', '1,650  Sqft. ($167/Sqft.)', '4  full baths', '0.2   Acres', '1  story', '1961  year built']",[]
,,"$379,900",7714 W Lakeshore,7714 W Lakeshore,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,482  Sqft. ($153/Sqft.)', '2 full & 1  half baths', '2.3   Acres', '1  story', '2004  year built']",[]
,,"$449,900",826 Firestone Ln,826 Firestone Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,702  Sqft. ($264/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1970  year built']",[]
,,"$229,000",2209 9th St,2209 9th St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,114  Sqft. ($108/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '9999  year built']",[]
,,"$515,000",7356 Misty Ridge Units 5 and 6,7356 Misty Ridge Units 5 and 6,"
                    For Sale, Multi-Family","['2,500  Sqft. ($206/Sqft.)']",[]
,,"$325,000",3721 Morning Mist St,3721 Morning Mist St,"
                    For Sale, Single-Family","['3  bedrooms', '2,427  Sqft. ($134/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$365,000",8906 LOST WOODS,8906 LOST WOODS,"
                    For Sale, Single-Family","['3  bedrooms', '2,444  Sqft. ($149/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$419,000",298 E Aurora St,298 E Aurora St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,372  Sqft. ($177/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$67,500",3121 County Road,3121 County Road,"
                    For Sale, Land / Unimproved Land",['0.6   Acres'],[]
,,"$216,500",2037 Holly Oak Dr,2037 Holly Oak Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,980  Sqft. ($109/Sqft.)', '2  full baths', '0.3   Acres', '1  story', '1970  year built']",[]
,,"$135,000",248 LOST SPRING DR,248 LOST SPRING DR,"
                    For Sale, Lots",['4.1   Acres'],[]
,,"$509,987",5027 County Road 4010,5027 County Road 4010,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,817  Sqft. ($281/Sqft.)', '2  full baths', '2   Acres', '1  story', '2020  year built']",[]
,,"$500,000",4909 Ben Day Murrin Rd,4909 Ben Day Murrin Rd,"
                    For Sale, Multi-Family - 5 Plus","['10  bedrooms', '4  full baths', '0.9   Acres', '2  stories', '1982  year built']",[]
,,"$149,500",5775 County Road 334,5775 County Road 334,"
                    For Sale, Country Homes/Acreage",['13   Acres'],[]
,,"$399,900",13121 Fencerow Rd,13121 Fencerow Rd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,134  Sqft. ($187/Sqft.)', '2  full baths', '7,840  lot Sqft.', '1  story', '2004  year built']",[]
,,"$390,000",14809 Brandon Dr,14809 Brandon Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,376  Sqft. ($283/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2012  year built']",[]
,,"$99,900",13886 Highway 157,13886 Highway 157,"
                    For Sale, Land / Unimproved Land",['2.7   Acres'],[]
,,"$324,900",7486 Star Trl,7486 Star Trl,"
                    For Sale, Residential - Single Family","['5  bedrooms', '1,508  Sqft. ($215/Sqft.)', '3  full baths', '1.2   Acres', '1  story', 'Private Pool', '2020  year built']",[]
,,"$170,000",724 AND 732 Ledgeview Dr,724 AND 732 Ledgeview Dr,"
                    For Sale, Lots",['0.5   Acres'],[]
,,"$535,000",527 WHITE CANYON,527 WHITE CANYON,"
                    For Sale, Single-Family","['4  bedrooms', '3,288  Sqft. ($163/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$679,900",1140 Raglan Ct,1140 Raglan Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,964  Sqft. ($229/Sqft.)', '3  full baths', '1   Acres', '1  story', '2023  year built']",[]
,,"$449,500",165 CR 2318,165 CR 2318,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,200  Sqft. ($204/Sqft.)', '2  full baths', '0.5   Acres', '1  story', '2007  year built']",[]
,,"$349,900",1029 Twin Creek Dr,1029 Twin Creek Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,803  Sqft. ($194/Sqft.)', '2 full & 1  half baths', '0.4   Acres', '2  stories', '1989  year built']",[]
,,"$750,000",7811 Verona Pl,7811 Verona Pl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,524  Sqft. ($297/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '3  stories', 'Private Pool', '2018  year built']",[]
,,"$109,900",8002 WINSFORD,8002 WINSFORD,"
                    For Sale, Single-Family","['3  bedrooms', '1,988  Sqft. ($55/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$344,990",12939 Lusi Lane,12939 Lusi Lane,"
                    For Sale, Single-Family","['4  bedrooms', '1,688  Sqft. ($204/Sqft.)', '2  full baths', '1  story']",[]
,,"$375,000",5046 ITALICA RD,5046 ITALICA RD,"
                    For Sale, Single-Family","['4  bedrooms', '2,567  Sqft. ($146/Sqft.)', '3  full baths', '2  stories']",[]
,,"$289,000",4517 N O Connor Rd #1134,4517 N O Connor Rd #1134,"
                    For Sale, Residential - Condo","['3  bedrooms', '1,402  Sqft. ($206/Sqft.)', '2  full baths', '17.2   Acres', '3  stories', 'Private Pool', '1975  year built']",[]
,,"$543,871",7712 Winterbloom Way,7712 Winterbloom Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,255  Sqft. ($241/Sqft.)', '3  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$308,835",448 N LOST RIVER Rd,448 N LOST RIVER Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,204  Sqft. ($140/Sqft.)', '2  full baths', '0.3   Acres', '1  story', '2023  year built']",[]
,,"$679,900",1141 Raglan Ct,1141 Raglan Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,964  Sqft. ($229/Sqft.)', '3  full baths', '1   Acres', '1  story', '2023  year built']",[]
,,"$619,370",461 VAMANOS,461 VAMANOS,"
                    For Sale, Single-Family","['4  bedrooms', '2,526  Sqft. ($245/Sqft.)', '3  full baths', '1  story']",[]
,,"$199,900",604 E Ave C,604 E Ave C,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,299  Sqft. ($154/Sqft.)', '1 full & 1  half baths', '0.2   Acres', '1  story', '1950  year built']",[]
,,"$230,000",218 N Texas Blvd #114,218 N Texas Blvd #114,"
                    For Sale, Residential - Condo","['3  bedrooms', '1,139  Sqft. ($202/Sqft.)', '2  full baths', '1.7   Acres', '1  story', 'Private Pool', '1985  year built']",[]
,,"$450,526",4317 Sanctuary Dr,4317 Sanctuary Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,103  Sqft. ($214/Sqft.)', '3  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$1,300,000",1066 County Road 4125,1066 County Road 4125,"
                    For Sale, Country Homes/Acreage","['3  bedrooms', '4,854  Sqft. ($268/Sqft.)', '2  full baths', '37   Acres', '1984  year built']",[]
,,"$395,000",120 Caiden Dr,120 Caiden Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,414  Sqft. ($164/Sqft.)', '3  full baths', '0.2   Acres', '1  story', '2016  year built']",[]
,,"$499,000",4104 Wycliff Ave #107,4104 Wycliff Ave #107,"
                    For Sale, Residential - Condo","['2  bedrooms', '1,725  Sqft. ($289/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '3  stories', '1978  year built']",[]
,,"$23,500",0 Cass #104 Dr,0 Cass #104 Dr,"
                    For Sale, Land / Unimproved Land",['1.0   Acres'],[]
,,"$94,900",1660 Glenn Dr,1660 Glenn Dr,"
                    For Sale, Residential - Single Family","['2  bedrooms', '672  Sqft. ($141/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1954  year built']",[]
,,"$330,000",468 Crestridge Dr,468 Crestridge Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,591  Sqft. ($207/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2022  year built']",[]
,,"$449,900",6005 Carmona Trl,6005 Carmona Trl,"
                    For Sale, Residential - Condo","['3  bedrooms', '1,800  Sqft. ($250/Sqft.)', '2  full baths', '24.3   Acres', '1  story', '2020  year built']",[]
,,"$249,900",2230 Juniper Hill,2230 Juniper Hill,"
                    For Sale, Single-Family","['3  bedrooms', '1,698  Sqft. ($147/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$508,709",TBD Fm 1241,TBD Fm 1241,"
                    For Sale, Country Homes/Acreage",['74.3   Acres'],[]
,,"$548,000",2561 Perdenales Dr,2561 Perdenales Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,395  Sqft. ($161/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2018  year built']",[]
,,"$356,305",607 FLOWSTONE Xing,607 FLOWSTONE Xing,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,720  Sqft. ($131/Sqft.)', '3  full baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$439,000",14702 BENDING PT,14702 BENDING PT,"
                    For Sale, Single-Family","['4  bedrooms', '3,093  Sqft. ($142/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$40,000",1110 Mendoza St,1110 Mendoza St,"
                    For Sale, Single-Family","['1  bedrooms', '633  Sqft. ($63/Sqft.)', '1  full baths', '1  story']",[]
,,"$285,000",6437 Hoffman Plain,6437 Hoffman Plain,"
                    For Sale, Single-Family","['3  bedrooms', '1,662  Sqft. ($171/Sqft.)', '2  full baths', '1  story']",[]
,,"$165,000",426 Paloma Dr,426 Paloma Dr,"
                    For Sale, Lots",['0.1   Acres'],[]
,,"$212,000",7591 FM 753,7591 FM 753,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,077  Sqft. ($197/Sqft.)', '1 full & 1  half baths', '0.3   Acres', '1  story', '2020  year built']",[]
,,"$330,000",317 Canterbury Dr,317 Canterbury Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,890  Sqft. ($175/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2001  year built']",[]
,,"$29,900",1541 Hollywood Dr,1541 Hollywood Dr,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$429,999",502 Hickory Ln,502 Hickory Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,770  Sqft. ($155/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2004  year built']",[]
,,"$375,000",3413 Oxford St,3413 Oxford St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,901  Sqft. ($197/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2005  year built']",[]
,,"$450,000",2406 Merlin St,2406 Merlin St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,143  Sqft. ($210/Sqft.)', '2 full & 1  half baths', '2  stories', '2023  year built']",[]
,,"$598,000",2545 W 12th St,2545 W 12th St,"
                    For Sale, Multi-Family - Duplex","['4  bedrooms', '2  full baths', '0.2   Acres', '1  story', '1968  year built']",[]
,,"$439,000",6400 Tudor Pl,6400 Tudor Pl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,645  Sqft. ($267/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2022  year built']",[]
,,"$455,000",2404 Merlin St,2404 Merlin St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,218  Sqft. ($205/Sqft.)', '2 full & 1  half baths', '2  stories', '2023  year built']",[]
,,"$439,000",611 Lantana,611 Lantana,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,805  Sqft. ($243/Sqft.)', '2  full baths', '0.3   Acres', '1  story', '2017  year built']",[]
,,"$677,244",6704 Elizabeth,6704 Elizabeth,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,184  Sqft. ($310/Sqft.)', '3 full & 1  half baths', '1.3   Acres', '1  story', '2023  year built']",[]
,,"$200,000",TBD Old Water Works,TBD Old Water Works,"
                    For Sale, Land / Unimproved Land",['21.7   Acres'],[]
,,"$369,900",5661 Spirit Lake Dr,5661 Spirit Lake Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,073  Sqft. ($178/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2014  year built']",[]
,,"$350,000",1114 Wolverine Ln,1114 Wolverine Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,135  Sqft. ($164/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2008  year built']",[]
,,"$210,000",218 N Texas Blvd #306,218 N Texas Blvd #306,"
                    For Sale, Residential - Condo","['2  bedrooms', '955  Sqft. ($220/Sqft.)', '2  full baths', '1.7   Acres', '1  story', 'Private Pool', '1985  year built']",[]
,,"$209,900",307 DRAKE AVE,307 DRAKE AVE,"
                    For Sale, Single-Family","['2  bedrooms', '1,204  Sqft. ($174/Sqft.)', '1  full baths', '1  story']",[]
,,"$2,239,285",Tract 7 VZ County Road 2810,Tract 7 VZ County Road 2810,"
                    For Sale, Land / Unimproved Land",['144.5   Acres'],[]
,,"$75,000",0 tbd,0 tbd,"
                    For Sale, Lots",['0.1   Acres'],[]
,,"$185,000",223 E Ackard Pl,223 E Ackard Pl,"
                    For Sale, Single-Family","['2  bedrooms', '988  Sqft. ($187/Sqft.)', '1  full baths', '1  story']",[]
,,"$313,767",227 CALLADO CIRCLE,227 CALLADO CIRCLE,"
                    For Sale, Single-Family","['3  bedrooms', '1,455  Sqft. ($216/Sqft.)', '2  full baths', '1  story']",[]
,,"$3,750,000",TBD County Rd 2596,TBD County Rd 2596,"
                    For Sale, Country Homes/Acreage",['65.5   Acres'],[]
,,"$44,900",505 Boston Ave,505 Boston Ave,"
                    For Sale, Land / Unimproved Land",['0.1   Acres'],[]
,,"$399,568",5948 Bursey Rd,5948 Bursey Rd,"
                    For Sale, Residential - Townhouse","['3  bedrooms', '2,261  Sqft. ($177/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2022  year built']",[]
,,"$219,900",TBD Lot 39 PR 16030,TBD Lot 39 PR 16030,"
                    For Sale, Country Homes/Acreage",['11.9   Acres'],[]
,,"$425,000",901 Conveyor Dr,901 Conveyor Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '3,262  Sqft. ($130/Sqft.)', '2  full baths', '2.2   Acres', '1.5  stories', 'Private Pool', '1978  year built']",[]
,,"$360,000",2330 Fm 679,2330 Fm 679,"
                    For Sale, Country Homes/Acreage",['40   Acres'],[]
,,"$749,000",9809 Fm 315 Rd,9809 Fm 315 Rd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,700  Sqft. ($441/Sqft.)', '2  full baths', '38.3   Acres', '1  story', '2021  year built']",[]
,,"$490,000",1404 Chesterfield Dr,1404 Chesterfield Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,132  Sqft. ($230/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1985  year built']",[]
,,"$395,000",5734 BUMP GATE RD,5734 BUMP GATE RD,"
                    For Sale, Single-Family - Manufactured","['4  bedrooms', '1,984  Sqft. ($199/Sqft.)', '2  full baths', '6.4   Acres']",[]
,,"$44,900",500 Chicago Ave,500 Chicago Ave,"
                    For Sale, Land / Unimproved Land",['0.1   Acres'],[]
,,"$456,161",4911 Elizabeth,4911 Elizabeth,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,184  Sqft. ($209/Sqft.)', '2  full baths', '1.5   Acres', '1  story', '2023  year built']",[]
,,"$99,500",130 Dove Meadow Ln,130 Dove Meadow Ln,"
                    For Sale, Land / Unimproved Land",['0.5   Acres'],[]
,,"$174,999",2031 WESCOTT AVE,2031 WESCOTT AVE,"
                    For Sale, Single-Family","['3  bedrooms', '792  Sqft. ($221/Sqft.)', '1  full baths', '1  story']",[]
,,"$240,000",10607 Barbwire Pass,10607 Barbwire Pass,"
                    For Sale, Single-Family","['3  bedrooms', '1,896  Sqft. ($127/Sqft.)', '2  full baths', '1  story']",[]
,,"$295,000",3034 Oakley,3034 Oakley,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,830  Sqft. ($161/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2018  year built']",[]
,,"$395,000",1562 Shoreline Dr,1562 Shoreline Dr,"
                    For Sale, Land / Unimproved Land",['0.6   Acres'],[]
,,"$243,000",526 Private Road 1510,526 Private Road 1510,"
                    For Sale, Single-Family - Manufactured","['3  bedrooms', '1,512  Sqft. ($161/Sqft.)', '2  full baths']",[]
,,"$432,200",8851 Oakland Blvd. Bldg. #45,8851 Oakland Blvd. Bldg. #45,"
                    For Sale, Single-Family","['3  bedrooms', '1,665  Sqft. ($260/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$2,100,000",25907 MORHISS PT,25907 MORHISS PT,"
                    For Sale, Single-Family","['4  bedrooms', '4,883  Sqft. ($430/Sqft.)', '4 full & 2  half baths', '1.1   Acres', '1  story', 'Private Pool']",[]
,,"$111,500",TBD Lot 80,TBD Lot 80,"
                    For Sale, Land / Unimproved Land",['2   Acres'],[]
,,"$319,900",727 Armadillo Dr,727 Armadillo Dr,"
                    For Sale, Single-Family","['4  bedrooms', '2,170  Sqft. ($147/Sqft.)', '3  full baths', '2  stories']",[]
,,"$1,450,000",7384 Fiore Ln,7384 Fiore Ln,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,890  Sqft. ($297/Sqft.)', '5 full & 1  half baths', '0.3   Acres', '2  stories', 'Private Pool', '2015  year built']",[]
,,"$492,155",4919 Elizabeth,4919 Elizabeth,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,136  Sqft. ($230/Sqft.)', '2  full baths', '1.5   Acres', '1  story', '2023  year built']",[]
,,"$547,900",3605 Limousine Pkwy,3605 Limousine Pkwy,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,202  Sqft. ($249/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2016  year built']",[]
,,"$404,900",10517 Smiths Bend Rd,10517 Smiths Bend Rd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,870  Sqft. ($217/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2021  year built']",[]
,,"$445,000",710 Cottonwood Bend Dr,710 Cottonwood Bend Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,892  Sqft. ($235/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1993  year built']",[]
,,"$49,000",Lot 76 CR 910 Dr,Lot 76 CR 910 Dr,"
                    For Sale, Land / Unimproved Land",['0.4   Acres'],[]
,,"$340,000",330 FONTANA ALBERO,330 FONTANA ALBERO,"
                    For Sale, Single-Family","['5  bedrooms', '3,006  Sqft. ($113/Sqft.)', '3 full & 1  half baths', '2  stories']",[]
,,"$1,600,000",1149 County Road 426,1149 County Road 426,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,850  Sqft. ($865/Sqft.)', '2  full baths', '59.5   Acres', '1  story', '1992  year built']",[]
,,"$289,000",168 GREENWAY DR,168 GREENWAY DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,651  Sqft. ($175/Sqft.)', '2  full baths', '1  story']",[]
background-image:url('https://listingmedia7.harstatic.com/430809164/lr/1.jpeg');,,"$199,900",TBD Channing,TBD Channing,"
                    For Sale, Land / Unimproved Land",['5.0   Acres'],[]
background-image:url('https://listingmedia7.harstatic.com/430724469/lr/1.jpeg');,,"$215,000",2525 Steven Dr,2525 Steven Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,246  Sqft. ($173/Sqft.)', '1 full & 1  half baths', '0.2   Acres', '1  story', 'Private Pool', '1962  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430808971/lr/1.jpeg');,,"$49,000",Lot 77 CR 910 Dr,Lot 77 CR 910 Dr,"
                    For Sale, Land / Unimproved Land",['0.4   Acres'],[]
background-image:url('https://photos.harstatic.com/276818076/lr/img-1.jpeg?ts=2023-08-23T13:06:53.423');,,"$291,512",4110 Sun Meadow Ln,4110 Sun Meadow Ln,"
                    For Sale, Single-Family","['3  bedrooms', '1,688  Sqft. ($173/Sqft.)', '2  full baths', '1  story']",[]
background-image:url('https://listingmedia7.harstatic.com/430777815/lr/1.jpeg');,,"$450,000",6704 Fall Meadow Dr,6704 Fall Meadow Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,474  Sqft. ($130/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '2  stories', '2000  year built']",[]
background-image:url('https://content.harstatic.com/media/icons/artwork/no_photo_placeholder__large.svg');,,"$220,000",715 S Hunters Glen Cir,715 S Hunters Glen Cir,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,648  Sqft. ($134/Sqft.)', '2  full baths', '8,625  lot Sqft.', '1  story', '1972  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430808855/lr/1.jpeg');,,"$119,000",TBD Lot 82,TBD Lot 82,"
                    For Sale, Land / Unimproved Land",['2   Acres'],[]
background-image:url('https://listingmedia7.harstatic.com/430808843/lr/1.jpeg');,,"$799,000",4925 Mills,4925 Mills,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,568  Sqft. ($510/Sqft.)', '2  full baths', '5.1   Acres', '1  story', '1913  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430794966/lr/1.jpeg');,,"$205,000",9254 Forest Ln #1106,9254 Forest Ln #1106,"
                    For Sale, Residential - Condo","['2  bedrooms', '1,070  Sqft. ($192/Sqft.)', '2  full baths', '1,070  lot Sqft.', '2  stories', 'Private Pool', '1983  year built']",[]
,,"$595,000",4605 Rockaway Dr,4605 Rockaway Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,633  Sqft. ($364/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1952  year built']",[]
,,"$316,408",4109 Sun Meadow Ln,4109 Sun Meadow Ln,"
                    For Sale, Single-Family","['4  bedrooms', '2,079  Sqft. ($152/Sqft.)', '3  full baths', '2  stories']",[]
,,"$35,000",5043 Horseshoe Dr,5043 Horseshoe Dr,"
                    For Sale, Land / Unimproved Land",['1   Acres'],[]
,,"$530,000",178 Leisure Ln,178 Leisure Ln,"
                    For Sale, Single-Family - Manufactured","['3  bedrooms', '1,736  Sqft. ($305/Sqft.)', '2  full baths', '4.6   Acres', '1  story']",[]
,,"$365,500",4254 Lake Villas Dr,4254 Lake Villas Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,838  Sqft. ($199/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2000  year built']",[]
